played_at,artist,track,ms_played,skipped
2025-01-13T23:22:00Z,Tirzah,Devotion,20152,true
2025-01-13T17:07:00Z,Björk,Hyperballad,93108,false
2025-01-13T14:30:00Z,Björk,Hyperballad,369466,false
2025-01-13T22:38:00Z,Björk,Hyperballad,22238,true
2025-01-13T16:04:00Z,Björk,Hyperballad,170082,false
2025-01-13T19:32:00Z,Sault,Wildfires,286731,false
2025-01-14T09:55:00Z,Caroline Polachek,Bunny Is a Rider,352664,false
2025-01-14T11:25:00Z,Tirzah,Devotion,350450,false
2025-01-14T22:37:00Z,Tirzah,Devotion,283747,false
2025-01-15T09:02:00Z,Nala Sinephro,Space 1.8,279140,false
2025-01-15T08:39:00Z,Sault,Wildfires,275658,false
2025-01-15T09:52:00Z,Sault,Wildfires,20465,true
2025-01-15T13:02:00Z,Sault,Wildfires,38967,true
2025-01-16T23:34:00Z,Tirzah,Devotion,187436,false
2025-01-16T12:46:00Z,Fela Kuti,Water No Get Enemy,146443,false
2025-01-16T19:54:00Z,Björk,Hyperballad,175155,false
2025-01-16T14:40:00Z,Nala Sinephro,Space 1.8,272076,false
2025-01-16T10:23:00Z,Björk,Hyperballad,271072,false
2025-01-16T19:49:00Z,Caroline Polachek,Bunny Is a Rider,5891,true
2025-01-17T08:54:00Z,Sault,Wildfires,285107,false
2025-01-17T09:46:00Z,Khruangbin,(Zhao’s Theme),6680,true
2025-01-17T21:29:00Z,Fela Kuti,Water No Get Enemy,249599,false
2025-01-17T09:09:00Z,Fela Kuti,Water No Get Enemy,167439,false
2025-01-18T22:15:00Z,Nala Sinephro,Space 1.8,125188,false
2025-01-19T19:03:00Z,Caroline Polachek,Bunny Is a Rider,304376,false
2025-01-19T13:51:00Z,Caroline Polachek,Bunny Is a Rider,326094,false
2025-01-19T19:19:00Z,Caroline Polachek,Bunny Is a Rider,291875,false
2025-01-19T07:27:00Z,Caroline Polachek,Bunny Is a Rider,173173,false
2025-01-20T22:15:00Z,Nala Sinephro,Space 1.8,162785,false
2025-01-20T11:55:00Z,Tirzah,Devotion,373655,false
2025-01-20T07:32:00Z,Björk,Hyperballad,170608,false
2025-01-21T13:56:00Z,Fela Kuti,Water No Get Enemy,183007,false
2025-01-21T14:22:00Z,Sault,Wildfires,117219,false
2025-01-21T10:21:00Z,Sault,Wildfires,134056,false
2025-01-21T15:59:00Z,Mdou Moctar,Afrique Victime,106368,false
2025-01-21T20:00:00Z,Björk,Hyperballad,136030,false
2025-01-22T07:22:00Z,Björk,Hyperballad,114071,false
2025-01-22T20:52:00Z,Mdou Moctar,Afrique Victime,368965,false
2025-01-22T22:32:00Z,Björk,Hyperballad,319602,false
2025-01-23T16:12:00Z,Nala Sinephro,Space 1.8,106099,false
2025-01-23T13:58:00Z,Tirzah,Devotion,211522,false
2025-01-23T20:42:00Z,Fela Kuti,Water No Get Enemy,321937,false
2025-01-23T14:47:00Z,Khruangbin,(Zhao’s Theme),238147,false
2025-01-24T21:59:00Z,Nala Sinephro,Space 1.8,38072,true
2025-01-25T20:48:00Z,Caroline Polachek,Bunny Is a Rider,112720,false
2025-01-25T15:26:00Z,Khruangbin,(Zhao’s Theme),270158,false
2025-01-25T21:18:00Z,Nala Sinephro,Space 1.8,313519,false
2025-01-25T17:30:00Z,Sault,Wildfires,272072,false
2025-01-26T22:06:00Z,Caroline Polachek,Bunny Is a Rider,130969,false
2025-01-26T11:29:00Z,Sault,Wildfires,31609,true
2025-01-26T20:33:00Z,Sault,Wildfires,251765,false
2025-01-26T18:41:00Z,Khruangbin,(Zhao’s Theme),95152,false
2025-01-26T19:01:00Z,Sault,Wildfires,334262,false
2025-01-26T07:39:00Z,Mdou Moctar,Afrique Victime,260313,false
2025-01-27T10:00:00Z,Khruangbin,(Zhao’s Theme),311071,false
2025-01-27T08:37:00Z,Nala Sinephro,Space 1.8,310936,false
2025-01-27T15:07:00Z,Tirzah,Devotion,183104,false
2025-01-27T21:11:00Z,Caroline Polachek,Bunny Is a Rider,30223,true
2025-01-28T10:18:00Z,Björk,Hyperballad,105623,false
2025-01-28T08:21:00Z,Sault,Wildfires,222183,false
2025-01-28T10:00:00Z,Mdou Moctar,Afrique Victime,27115,true
2025-01-30T11:55:00Z,Björk,Hyperballad,349778,false
2025-02-01T09:14:00Z,Tirzah,Devotion,359600,false
2025-02-01T09:12:00Z,Mdou Moctar,Afrique Victime,232757,false
2025-02-01T11:46:00Z,Mdou Moctar,Afrique Victime,166515,false
2025-02-02T20:10:00Z,Khruangbin,(Zhao’s Theme),360550,false
2025-02-02T19:53:00Z,Fela Kuti,Water No Get Enemy,28050,true
2025-02-02T19:26:00Z,Mdou Moctar,Afrique Victime,11575,true
2025-02-02T17:52:00Z,Fela Kuti,Water No Get Enemy,279346,false
2025-02-02T16:41:00Z,Nala Sinephro,Space 1.8,150537,false
2025-02-02T13:18:00Z,Tirzah,Devotion,31535,true
2025-02-03T14:39:00Z,Björk,Hyperballad,375556,false
2025-02-04T20:50:00Z,Khruangbin,(Zhao’s Theme),302423,false
2025-02-04T10:57:00Z,Khruangbin,(Zhao’s Theme),189425,false
2025-02-04T07:14:00Z,Nala Sinephro,Space 1.8,263719,false
2025-02-05T07:00:00Z,Mdou Moctar,Afrique Victime,7083,true
2025-02-05T11:32:00Z,Sault,Wildfires,240998,false
2025-02-05T22:06:00Z,Mdou Moctar,Afrique Victime,97995,false
2025-02-05T18:13:00Z,Nala Sinephro,Space 1.8,284966,false
2025-02-05T20:11:00Z,Nala Sinephro,Space 1.8,245460,false
2025-02-05T11:51:00Z,Khruangbin,(Zhao’s Theme),349205,false
2025-02-06T07:29:00Z,Khruangbin,(Zhao’s Theme),270862,false
2025-02-06T16:10:00Z,Nala Sinephro,Space 1.8,206999,false
2025-02-06T13:35:00Z,Fela Kuti,Water No Get Enemy,166066,false
2025-02-07T07:33:00Z,Caroline Polachek,Bunny Is a Rider,8538,true
2025-02-08T13:32:00Z,Caroline Polachek,Bunny Is a Rider,106350,false
2025-02-08T07:44:00Z,Sault,Wildfires,359819,false
2025-02-08T16:36:00Z,Mdou Moctar,Afrique Victime,138607,false
2025-02-08T18:41:00Z,Caroline Polachek,Bunny Is a Rider,163429,false
2025-02-08T10:29:00Z,Björk,Hyperballad,19229,true
2025-02-09T12:00:00Z,Björk,Hyperballad,234120,false
2025-02-09T13:31:00Z,Björk,Hyperballad,6233,true
2025-02-09T17:49:00Z,Tirzah,Devotion,149374,false
2025-02-09T13:05:00Z,Fela Kuti,Water No Get Enemy,348395,false
2025-02-09T23:30:00Z,Sault,Wildfires,23122,true
2025-02-10T08:01:00Z,Sault,Wildfires,201129,false
2025-02-10T16:42:00Z,Khruangbin,(Zhao’s Theme),9047,true
2025-02-10T09:54:00Z,Tirzah,Devotion,200066,false
2025-02-10T09:27:00Z,Nala Sinephro,Space 1.8,230394,false
2025-02-11T19:13:00Z,Fela Kuti,Water No Get Enemy,135026,false
2025-02-11T23:40:00Z,Fela Kuti,Water No Get Enemy,321364,false
2025-02-11T18:01:00Z,Nala Sinephro,Space 1.8,293336,false
2025-02-11T08:03:00Z,Mdou Moctar,Afrique Victime,173120,false
2025-02-12T23:03:00Z,Mdou Moctar,Afrique Victime,165125,false
2025-02-12T09:01:00Z,Mdou Moctar,Afrique Victime,182290,false
2025-02-12T20:57:00Z,Tirzah,Devotion,228291,false
2025-02-12T23:00:00Z,Björk,Hyperballad,145250,false
2025-02-12T08:13:00Z,Björk,Hyperballad,207325,false
2025-02-12T12:59:00Z,Khruangbin,(Zhao’s Theme),257044,false
2025-02-13T22:24:00Z,Mdou Moctar,Afrique Victime,377441,false
2025-02-13T08:46:00Z,Tirzah,Devotion,24875,true
2025-02-14T23:29:00Z,Caroline Polachek,Bunny Is a Rider,327603,false
2025-02-15T19:50:00Z,Mdou Moctar,Afrique Victime,3914,true
2025-02-15T19:24:00Z,Björk,Hyperballad,271387,false
2025-02-15T20:40:00Z,Björk,Hyperballad,257323,false
2025-02-15T23:21:00Z,Sault,Wildfires,376762,false
2025-02-17T15:25:00Z,Mdou Moctar,Afrique Victime,30775,true
2025-02-17T11:43:00Z,Tirzah,Devotion,266487,false
2025-02-17T14:41:00Z,Nala Sinephro,Space 1.8,190859,false
2025-02-17T12:10:00Z,Björk,Hyperballad,266714,false
2025-02-18T22:25:00Z,Björk,Hyperballad,260320,false
2025-02-18T15:18:00Z,Caroline Polachek,Bunny Is a Rider,128565,false
2025-02-18T16:49:00Z,Khruangbin,(Zhao’s Theme),323951,false
2025-02-18T09:40:00Z,Tirzah,Devotion,114260,false
2025-02-18T18:14:00Z,Khruangbin,(Zhao’s Theme),364832,false
2025-02-19T23:08:00Z,Khruangbin,(Zhao’s Theme),252057,false
2025-02-19T20:56:00Z,Mdou Moctar,Afrique Victime,344466,false
2025-02-21T07:00:00Z,Caroline Polachek,Bunny Is a Rider,341982,false
2025-02-21T23:53:00Z,Tirzah,Devotion,317964,false
2025-02-22T11:10:00Z,Nala Sinephro,Space 1.8,345672,false
2025-02-22T23:10:00Z,Caroline Polachek,Bunny Is a Rider,282889,false
2025-02-22T15:13:00Z,Tirzah,Devotion,30410,true
2025-02-22T15:09:00Z,Fela Kuti,Water No Get Enemy,131050,false
2025-02-22T23:14:00Z,Tirzah,Devotion,191402,false
2025-02-22T22:36:00Z,Sault,Wildfires,325473,false
2025-02-23T12:17:00Z,Björk,Hyperballad,221025,false
2025-02-23T23:35:00Z,Nala Sinephro,Space 1.8,230982,false
2025-02-23T10:39:00Z,Mdou Moctar,Afrique Victime,16954,true
2025-02-23T16:41:00Z,Tirzah,Devotion,183542,false
2025-02-24T19:47:00Z,Nala Sinephro,Space 1.8,219909,false
2025-02-24T18:04:00Z,Mdou Moctar,Afrique Victime,200813,false
2025-02-24T17:18:00Z,Khruangbin,(Zhao’s Theme),298349,false
2025-02-24T14:37:00Z,Tirzah,Devotion,214100,false
2025-02-24T08:51:00Z,Björk,Hyperballad,187627,false
2025-02-24T18:54:00Z,Sault,Wildfires,184808,false
2025-02-25T15:47:00Z,Mdou Moctar,Afrique Victime,131819,false
2025-02-25T14:20:00Z,Nala Sinephro,Space 1.8,251645,false
2025-02-25T15:10:00Z,Caroline Polachek,Bunny Is a Rider,23898,true
2025-02-25T15:05:00Z,Khruangbin,(Zhao’s Theme),223176,false
2025-02-26T09:50:00Z,Mdou Moctar,Afrique Victime,247380,false
2025-02-26T12:10:00Z,Khruangbin,(Zhao’s Theme),95391,false
2025-02-26T21:55:00Z,Tirzah,Devotion,19219,true
2025-02-27T12:53:00Z,Björk,Hyperballad,355462,false
2025-02-27T10:52:00Z,Khruangbin,(Zhao’s Theme),355173,false
2025-02-27T07:31:00Z,Khruangbin,(Zhao’s Theme),147738,false
2025-02-27T18:42:00Z,Tirzah,Devotion,245520,false
2025-02-27T13:21:00Z,Björk,Hyperballad,370930,false
2025-02-28T21:24:00Z,Caroline Polachek,Bunny Is a Rider,108291,false
2025-02-28T19:16:00Z,Björk,Hyperballad,159890,false
2025-03-01T07:27:00Z,Mdou Moctar,Afrique Victime,311946,false
2025-03-01T22:50:00Z,Nala Sinephro,Space 1.8,302146,false
2025-03-02T22:27:00Z,Tirzah,Devotion,332000,false
2025-03-02T07:49:00Z,Caroline Polachek,Bunny Is a Rider,215143,false
2025-03-02T15:03:00Z,Caroline Polachek,Bunny Is a Rider,174218,false
2025-03-03T16:51:00Z,Sault,Wildfires,316148,false
2025-03-03T11:40:00Z,Nala Sinephro,Space 1.8,272884,false
2025-03-03T20:42:00Z,Mdou Moctar,Afrique Victime,310269,false
2025-03-03T07:52:00Z,Khruangbin,(Zhao’s Theme),117840,false
2025-03-03T17:56:00Z,Nala Sinephro,Space 1.8,333877,false
2025-03-03T20:27:00Z,Khruangbin,(Zhao’s Theme),232308,false
2025-03-04T11:05:00Z,Sault,Wildfires,294639,false
2025-03-04T22:48:00Z,Tirzah,Devotion,325433,false
2025-03-04T22:40:00Z,Mdou Moctar,Afrique Victime,11573,true
2025-03-05T18:05:00Z,Björk,Hyperballad,36802,true
2025-03-05T09:21:00Z,Fela Kuti,Water No Get Enemy,183730,false
2025-03-05T16:39:00Z,Khruangbin,(Zhao’s Theme),360659,false
2025-03-05T15:25:00Z,Caroline Polachek,Bunny Is a Rider,159853,false
2025-03-06T10:26:00Z,Nala Sinephro,Space 1.8,153839,false
2025-03-06T13:01:00Z,Björk,Hyperballad,349758,false
2025-03-06T22:19:00Z,Tirzah,Devotion,206150,false
2025-03-06T19:05:00Z,Mdou Moctar,Afrique Victime,213303,false
2025-03-06T07:11:00Z,Tirzah,Devotion,252522,false
2025-03-06T19:21:00Z,Björk,Hyperballad,9061,true
2025-03-07T21:56:00Z,Khruangbin,(Zhao’s Theme),261512,false
2025-03-07T08:21:00Z,Sault,Wildfires,319699,false
2025-03-08T15:15:00Z,Tirzah,Devotion,156726,false
2025-03-08T12:02:00Z,Mdou Moctar,Afrique Victime,257167,false
2025-03-08T19:46:00Z,Khruangbin,(Zhao’s Theme),304797,false
2025-03-08T08:17:00Z,Tirzah,Devotion,301621,false
2025-03-08T21:24:00Z,Tirzah,Devotion,372884,false
2025-03-10T13:25:00Z,Tirzah,Devotion,342438,false
2025-03-10T15:00:00Z,Fela Kuti,Water No Get Enemy,285764,false
2025-03-11T11:23:00Z,Caroline Polachek,Bunny Is a Rider,158351,false
2025-03-11T10:27:00Z,Tirzah,Devotion,298177,false
2025-03-12T09:57:00Z,Fela Kuti,Water No Get Enemy,106186,false
2025-03-12T10:50:00Z,Sault,Wildfires,346247,false
2025-03-12T17:06:00Z,Khruangbin,(Zhao’s Theme),14263,true
2025-03-12T22:35:00Z,Björk,Hyperballad,226443,false
2025-03-12T11:31:00Z,Björk,Hyperballad,99889,false
2025-03-13T16:01:00Z,Khruangbin,(Zhao’s Theme),107034,false
2025-03-14T09:22:00Z,Björk,Hyperballad,29198,true
2025-03-14T10:56:00Z,Björk,Hyperballad,134085,false
2025-03-14T17:21:00Z,Tirzah,Devotion,256145,false
2025-03-14T11:07:00Z,Mdou Moctar,Afrique Victime,222163,false
2025-03-14T19:03:00Z,Björk,Hyperballad,291614,false
2025-03-14T07:56:00Z,Tirzah,Devotion,290963,false
2025-03-16T12:16:00Z,Tirzah,Devotion,217611,false
2025-03-17T11:48:00Z,Nala Sinephro,Space 1.8,23773,true
2025-03-17T15:11:00Z,Khruangbin,(Zhao’s Theme),8729,true
2025-03-17T17:42:00Z,Björk,Hyperballad,218632,false
2025-03-17T11:50:00Z,Mdou Moctar,Afrique Victime,3873,true
2025-03-17T18:56:00Z,Björk,Hyperballad,272983,false
2025-03-17T21:34:00Z,Sault,Wildfires,297935,false
2025-03-18T19:05:00Z,Björk,Hyperballad,38559,true
2025-03-18T19:44:00Z,Mdou Moctar,Afrique Victime,171064,false
2025-03-20T23:20:00Z,Sault,Wildfires,226215,false
2025-03-20T16:07:00Z,Khruangbin,(Zhao’s Theme),262782,false
2025-03-21T15:18:00Z,Tirzah,Devotion,23268,true
2025-03-21T10:00:00Z,Khruangbin,(Zhao’s Theme),93611,false
2025-03-21T10:45:00Z,Sault,Wildfires,215072,false
2025-03-21T18:26:00Z,Sault,Wildfires,114784,false
2025-03-21T17:42:00Z,Khruangbin,(Zhao’s Theme),275113,false
2025-03-21T17:22:00Z,Mdou Moctar,Afrique Victime,354047,false
2025-03-22T09:10:00Z,Fela Kuti,Water No Get Enemy,302258,false
2025-03-23T22:34:00Z,Fela Kuti,Water No Get Enemy,102260,false
2025-03-24T18:56:00Z,Nala Sinephro,Space 1.8,250476,false
2025-03-24T20:24:00Z,Björk,Hyperballad,265745,false
2025-03-24T20:56:00Z,Caroline Polachek,Bunny Is a Rider,14676,true
2025-03-24T17:04:00Z,Sault,Wildfires,34965,true
2025-03-25T16:44:00Z,Nala Sinephro,Space 1.8,271513,false
2025-03-25T23:35:00Z,Tirzah,Devotion,267075,false
2025-03-25T22:29:00Z,Khruangbin,(Zhao’s Theme),145700,false
2025-03-25T14:47:00Z,Nala Sinephro,Space 1.8,109145,false
2025-03-25T09:26:00Z,Fela Kuti,Water No Get Enemy,218991,false
2025-03-26T07:47:00Z,Mdou Moctar,Afrique Victime,327113,false
2025-03-26T22:14:00Z,Caroline Polachek,Bunny Is a Rider,155702,false
2025-03-27T07:12:00Z,Khruangbin,(Zhao’s Theme),306799,false
2025-03-27T21:05:00Z,Tirzah,Devotion,369992,false
2025-03-27T20:15:00Z,Björk,Hyperballad,212480,false
2025-03-27T22:11:00Z,Khruangbin,(Zhao’s Theme),277679,false
2025-03-27T14:32:00Z,Nala Sinephro,Space 1.8,118866,false
2025-03-27T08:55:00Z,Fela Kuti,Water No Get Enemy,135022,false
2025-03-29T13:42:00Z,Fela Kuti,Water No Get Enemy,280817,false
2025-03-29T09:11:00Z,Khruangbin,(Zhao’s Theme),302618,false
2025-03-29T15:46:00Z,Fela Kuti,Water No Get Enemy,355847,false
2025-03-30T18:45:00Z,Khruangbin,(Zhao’s Theme),38479,true
2025-03-30T20:12:00Z,Caroline Polachek,Bunny Is a Rider,305962,false
2025-03-30T18:00:00Z,Caroline Polachek,Bunny Is a Rider,14887,true
2025-03-31T12:38:00Z,Caroline Polachek,Bunny Is a Rider,149289,false
2025-03-31T13:25:00Z,Sault,Wildfires,8502,true
2025-03-31T18:10:00Z,Nala Sinephro,Space 1.8,184372,false
2025-03-31T19:19:00Z,Nala Sinephro,Space 1.8,21665,true
2025-03-31T09:14:00Z,Nala Sinephro,Space 1.8,4961,true
2025-03-31T18:39:00Z,Tirzah,Devotion,246532,false
2025-04-01T20:18:00Z,Sault,Wildfires,90950,false
2025-04-01T15:25:00Z,Sault,Wildfires,231564,false
2025-04-01T10:33:00Z,Caroline Polachek,Bunny Is a Rider,365972,false
2025-04-01T18:33:00Z,Tirzah,Devotion,26651,true
2025-04-01T23:35:00Z,Mdou Moctar,Afrique Victime,93832,false
2025-04-02T20:29:00Z,Björk,Hyperballad,36107,true
2025-04-02T12:50:00Z,Caroline Polachek,Bunny Is a Rider,289714,false
2025-04-02T21:52:00Z,Björk,Hyperballad,171008,false
2025-04-04T21:32:00Z,Caroline Polachek,Bunny Is a Rider,170340,false
2025-04-04T19:31:00Z,Björk,Hyperballad,28753,true
2025-04-04T22:59:00Z,Nala Sinephro,Space 1.8,233058,false
2025-04-04T08:22:00Z,Björk,Hyperballad,25187,true
2025-04-04T10:27:00Z,Tirzah,Devotion,252622,false
2025-04-04T15:37:00Z,Caroline Polachek,Bunny Is a Rider,168976,false
2025-04-05T17:20:00Z,Caroline Polachek,Bunny Is a Rider,110383,false
2025-04-05T16:41:00Z,Tirzah,Devotion,157821,false
2025-04-06T19:56:00Z,Caroline Polachek,Bunny Is a Rider,113509,false
2025-04-06T10:50:00Z,Fela Kuti,Water No Get Enemy,377941,false
2025-04-07T08:35:00Z,Sault,Wildfires,316246,false
2025-04-08T09:52:00Z,Mdou Moctar,Afrique Victime,251242,false
2025-04-08T23:26:00Z,Fela Kuti,Water No Get Enemy,291482,false
2025-04-09T14:46:00Z,Nala Sinephro,Space 1.8,172632,false
2025-04-09T20:51:00Z,Tirzah,Devotion,262934,false
2025-04-09T23:36:00Z,Fela Kuti,Water No Get Enemy,11919,true
2025-04-09T18:54:00Z,Nala Sinephro,Space 1.8,323251,false
2025-04-09T10:28:00Z,Khruangbin,(Zhao’s Theme),235605,false
2025-04-10T23:16:00Z,Nala Sinephro,Space 1.8,147589,false
2025-04-10T15:45:00Z,Caroline Polachek,Bunny Is a Rider,219730,false
2025-04-10T15:20:00Z,Tirzah,Devotion,35467,true
2025-04-10T14:39:00Z,Sault,Wildfires,311087,false
2025-04-10T20:07:00Z,Björk,Hyperballad,153912,false
2025-04-11T22:39:00Z,Khruangbin,(Zhao’s Theme),201600,false
2025-04-11T07:57:00Z,Mdou Moctar,Afrique Victime,164071,false
2025-04-11T23:59:00Z,Björk,Hyperballad,141290,false
2025-04-11T22:07:00Z,Khruangbin,(Zhao’s Theme),187173,false
2025-04-11T10:47:00Z,Caroline Polachek,Bunny Is a Rider,175125,false
2025-04-12T20:29:00Z,Mdou Moctar,Afrique Victime,118827,false
2025-04-12T08:28:00Z,Sault,Wildfires,325511,false
2025-04-13T23:39:00Z,Mdou Moctar,Afrique Victime,3441,true
2025-04-13T18:10:00Z,Khruangbin,(Zhao’s Theme),228891,false
2025-04-13T09:45:00Z,Sault,Wildfires,217009,false
2025-04-13T15:26:00Z,Nala Sinephro,Space 1.8,137326,false
2025-04-14T07:51:00Z,Nala Sinephro,Space 1.8,114809,false
2025-04-14T10:00:00Z,Björk,Hyperballad,149033,false
2025-04-14T07:35:00Z,Tirzah,Devotion,134973,false
2025-04-14T15:56:00Z,Fela Kuti,Water No Get Enemy,30480,true
2025-04-14T18:11:00Z,Sault,Wildfires,329674,false
2025-04-15T22:21:00Z,Tirzah,Devotion,334328,false
2025-04-15T14:37:00Z,Tirzah,Devotion,316610,false
2025-04-15T07:26:00Z,Fela Kuti,Water No Get Enemy,248300,false
2025-04-15T13:57:00Z,Khruangbin,(Zhao’s Theme),188962,false
2025-04-15T14:54:00Z,Caroline Polachek,Bunny Is a Rider,326663,false
2025-04-15T17:11:00Z,Khruangbin,(Zhao’s Theme),144526,false
2025-04-18T20:27:00Z,Sault,Wildfires,132586,false
2025-04-18T10:16:00Z,Tirzah,Devotion,309763,false
2025-04-18T19:56:00Z,Fela Kuti,Water No Get Enemy,243061,false
2025-04-18T10:57:00Z,Khruangbin,(Zhao’s Theme),3834,true
2025-04-18T13:11:00Z,Fela Kuti,Water No Get Enemy,13290,true
2025-04-18T12:19:00Z,Khruangbin,(Zhao’s Theme),265519,false
2025-04-19T20:48:00Z,Khruangbin,(Zhao’s Theme),208683,false
2025-04-19T07:55:00Z,Tirzah,Devotion,319407,false
2025-04-19T23:55:00Z,Fela Kuti,Water No Get Enemy,196799,false
2025-04-19T22:02:00Z,Tirzah,Devotion,31936,true
2025-04-19T19:17:00Z,Caroline Polachek,Bunny Is a Rider,196788,false
2025-04-19T14:29:00Z,Fela Kuti,Water No Get Enemy,291633,false
2025-04-20T07:47:00Z,Nala Sinephro,Space 1.8,6374,true
2025-04-20T16:07:00Z,Sault,Wildfires,102692,false
2025-04-20T22:11:00Z,Nala Sinephro,Space 1.8,271630,false
2025-04-21T07:59:00Z,Nala Sinephro,Space 1.8,221693,false
2025-04-21T11:34:00Z,Tirzah,Devotion,11084,true
2025-04-22T12:19:00Z,Nala Sinephro,Space 1.8,198758,false
2025-04-22T18:48:00Z,Mdou Moctar,Afrique Victime,140133,false
2025-04-22T12:00:00Z,Tirzah,Devotion,377484,false
2025-04-22T12:27:00Z,Sault,Wildfires,175844,false
2025-04-22T21:09:00Z,Sault,Wildfires,193770,false
2025-04-23T14:47:00Z,Khruangbin,(Zhao’s Theme),169107,false
2025-04-23T18:42:00Z,Nala Sinephro,Space 1.8,24011,true
2025-04-23T07:38:00Z,Khruangbin,(Zhao’s Theme),263675,false
2025-04-23T22:26:00Z,Sault,Wildfires,178631,false
2025-04-23T20:31:00Z,Nala Sinephro,Space 1.8,305210,false
2025-04-23T09:39:00Z,Khruangbin,(Zhao’s Theme),353906,false
2025-04-24T23:31:00Z,Fela Kuti,Water No Get Enemy,37712,true
2025-04-24T20:23:00Z,Nala Sinephro,Space 1.8,206476,false
2025-04-24T22:38:00Z,Tirzah,Devotion,32750,true
2025-04-25T15:59:00Z,Mdou Moctar,Afrique Victime,356009,false
2025-04-25T23:16:00Z,Björk,Hyperballad,262407,false
2025-04-25T16:57:00Z,Mdou Moctar,Afrique Victime,368770,false
2025-04-25T09:03:00Z,Tirzah,Devotion,144080,false
2025-04-25T07:57:00Z,Tirzah,Devotion,19523,true
2025-04-26T20:38:00Z,Mdou Moctar,Afrique Victime,322630,false
2025-04-26T21:11:00Z,Fela Kuti,Water No Get Enemy,226930,false
2025-04-26T11:13:00Z,Mdou Moctar,Afrique Victime,131181,false
2025-04-26T19:47:00Z,Nala Sinephro,Space 1.8,324066,false
2025-04-27T11:34:00Z,Tirzah,Devotion,318883,false
2025-04-27T16:16:00Z,Björk,Hyperballad,320674,false
2025-04-27T23:39:00Z,Tirzah,Devotion,38486,true
2025-04-27T18:19:00Z,Caroline Polachek,Bunny Is a Rider,356649,false
2025-04-27T18:46:00Z,Nala Sinephro,Space 1.8,247357,false
2025-04-27T16:16:00Z,Tirzah,Devotion,309586,false
2025-04-28T17:20:00Z,Khruangbin,(Zhao’s Theme),192735,false
2025-04-28T15:44:00Z,Sault,Wildfires,247819,false
2025-04-29T10:32:00Z,Caroline Polachek,Bunny Is a Rider,276267,false
2025-04-29T22:15:00Z,Mdou Moctar,Afrique Victime,15616,true
2025-04-30T07:10:00Z,Tirzah,Devotion,331816,false
2025-04-30T11:05:00Z,Mdou Moctar,Afrique Victime,218202,false
